yourlist:M20200827A94466D2655679D1FD8953E075198DA859BC50O	Entry	Entry name
Q6BC31	Q6BC31	Q6BC31_9HIV1
P62023	P62023	PA2B1_CROSS
E5G6H5	E5G6H5	E5G6H5_MACFA
C6XF33	C6XF33	C6XF33_LIBAP
Q54F44	Q54F44	NOXC_DICDI
P32881	P32881	IFNA8_HUMAN
P04958	P04958	TETX_CLOTE
Q9ULH1	Q9ULH1	ASAP1_HUMAN
Q9JXV4	Q9JXV4	Q9JXV4_NEIMB
Q38610	Q38610	Q38610_BPTU2
P25106	P25106	ACKR3_HUMAN
P56817	P56817	BACE1_HUMAN
Q13162	Q13162	PRDX4_HUMAN
Q6P1J9	Q6P1J9	CDC73_HUMAN
O43602	O43602	DCX_HUMAN
Q14242	Q14242	SELPL_HUMAN
Q9BXF3	Q9BXF3	CECR2_HUMAN
Q53GI3	Q53GI3	ZN394_HUMAN
P02769	P02769	ALBU_BOVIN
Q9Y2W6	Q9Y2W6	TDRKH_HUMAN
Q86Y97	Q86Y97	KMT5C_HUMAN
P00701	P00701	LYSC_COTJA
P02458	P02458	CO2A1_HUMAN
Q13797	Q13797	ITA9_HUMAN
Q64253	Q64253	LY6E_MOUSE
Q9BJZ5	Q9BJZ5	FUSIL_DROME
O54709	O54709	NKG2D_MOUSE
W8TNQ9	W8TNQ9	W8TNQ9_STAAU
A0A0X1KH90	A0A0X1KH90	A0A0X1KH90_CLOBA
Q15398	Q15398	DLGP5_HUMAN
Q5ZQK4	Q5ZQK4	Q5ZQK4_PHLPR
Q9Y279	Q9Y279	VSIG4_HUMAN
P04584	P04584	POL_HV2RO
R4I4P2	R4I4P2	R4I4P2_9CALI
G7P4V0	G7P4V0	G7P4V0_MACFA
P35414	P35414	APJ_HUMAN
P43630	P43630	KI3L2_HUMAN
Q86V24	Q86V24	PAQR2_HUMAN
P38159	P38159	RBMX_HUMAN
Q3BCY5	Q3BCY5	Q3BCY5_9FLAV
Q83884	Q83884	CAPSD_NVN68
A0A223PK46	A0A223PK46	A0A223PK46_DABRR
P29320	P29320	EPHA3_HUMAN
Q5QGZ9	Q5QGZ9	CL12A_HUMAN
O14490	O14490	DLGP1_HUMAN
O35375	O35375	NRP2_MOUSE
C3W5X2	C3W5X2	C3W5X2_9INFA
P24821	P24821	TENA_HUMAN
P02675	P02675	FIBB_HUMAN
Q96RD9	Q96RD9	FCRL5_HUMAN
Q95JB9	Q95JB9	NCTR1_MACFA
Q8IGK4	Q8IGK4	Q8IGK4_DROME
P09535	P09535	IGF2_MOUSE
P40238	P40238	TPOR_HUMAN
P08254	P08254	MMP3_HUMAN
P87666	P87666	VGP_EBOZ5
P00703	P00703	LYSC_MELGA
O96555	O96555	O96555_PLAVI
P78337	P78337	PITX1_HUMAN
Q495A1	Q495A1	TIGIT_HUMAN
P04216	P04216	THY1_HUMAN
P14720	P14720	DFRA_PETHY
P43489	P43489	TNR4_HUMAN
Q16553	Q16553	LY6E_HUMAN
Q38SQ8	Q38SQ8	HEMA_I83A8
Q9VE52	Q9VE52	Q9VE52_DROME
P49273	P49273	ALL7_DERPT
Q8R4F0	Q8R4F0	MCLN3_MOUSE
P13829	P13829	OS25_PLAFO
P17301	P17301	ITA2_HUMAN
E3SH29	E3SH29	E3SH29_PRUDU
Q9ERE9	Q9ERE9	JIP2_MOUSE
P06473	P06473	GB_HCMVA
P31358	P31358	CD52_HUMAN
P08172	P08172	ACM2_HUMAN
P07858	P07858	CATB_HUMAN
Q6GTX8	Q6GTX8	LAIR1_HUMAN
P08799	P08799	MYS2_DICDI
P0AEX9	P0AEX9	MALE_ECOLI
Q14789	Q14789	GOGB1_HUMAN
P27918	P27918	PROP_HUMAN
Q8JUX5	Q8JUX5	POLS_CHIKS
P04117	P04117	FABP4_MOUSE
P36346	P36346	HEMA_I000F
Q25976	Q25976	Q25976_PLAFA
C7S226	C7S226	C7S226_I57A0
P18613	P18613	RAPA_DICDI
Q9QBZ8	Q9QBZ8	ENV_HV197
Q28939	Q28939	Q28939_PIG
P50571	P50571	GBRB1_MOUSE
P78423	P78423	X3CL1_HUMAN
P14151	P14151	LYAM1_HUMAN
Q531B0	Q531B0	Q531B0_CANLF
O14788	O14788	TNF11_HUMAN
Q59647	Q59647	NORB_PSEAE
P42771	P42771	CDN2A_HUMAN
P11511	P11511	CP19A_HUMAN
O00187	O00187	MASP2_HUMAN
P14210	P14210	HGF_HUMAN
P09341	P09341	GROA_HUMAN
Q7Z2K6	Q7Z2K6	ERMP1_HUMAN
Q9HBX9	Q9HBX9	RXFP1_HUMAN
F6Z052	F6Z052	F6Z052_MACMU
Q9UIA9	Q9UIA9	XPO7_HUMAN
P01859	P01859	IGHG2_HUMAN
Q925F2	Q925F2	ESAM_MOUSE
Q54DN3	Q54DN3	XPO7_DICDI
Q9Y219	Q9Y219	JAG2_HUMAN
P10144	P10144	GRAB_HUMAN
Q8R3Z5	Q8R3Z5	CACB1_MOUSE
P48509	P48509	CD151_HUMAN
J7I6Y1	J7I6Y1	J7I6Y1_XENTR
Q8SPV9	Q8SPV9	FCGRN_MACFA
Q7K4L8	Q7K4L8	Q7K4L8_DROME
B2VLW8	B2VLW8	B2VLW8_9INFA
Q19KF7	Q19KF7	Q19KF7_NEIME
C6XFP4	C6XFP4	C6XFP4_LIBAP
A9JQX2	A9JQX2	A9JQX2_TOXGO
G0XQ39	G0XQ39	G0XQ39_HUMAN
H2QTB7	H2QTB7	H2QTB7_PANTR
Q8IVH2	Q8IVH2	FOXP4_HUMAN
Q05320	Q05320	VGP_EBOZM
Q9BUG6	Q9BUG6	ZSA5A_HUMAN
P03407	P03407	NEF_HV1A2
P27958	P27958	POLG_HCVH
O94776	O94776	MTA2_HUMAN
Q54LG3	Q54LG3	Q54LG3_DICDI
P11609	P11609	CD1D1_MOUSE
Q3UHC2	Q3UHC2	LRRK1_MOUSE
P22646	P22646	CD3E_MOUSE
P00751	P00751	CFAB_HUMAN
P19070	P19070	CR2_MOUSE
Q07820	Q07820	MCL1_HUMAN
P08670	P08670	VIME_HUMAN
Q61809	Q61809	LRRN1_MOUSE
B5BTR4	B5BTR4	B5BTR4_9CALI
E9MY73	E9MY73	E9MY73_9HIV1
P16154	P16154	TOXA_CLODI
P54253	P54253	ATX1_HUMAN
P12255	P12255	FHAB_BORPE
P19429	P19429	TNNI3_HUMAN
P43588	P43588	RPN11_YEAST
P61329	P61329	FGF12_MOUSE
Q91XA9	Q91XA9	CHIA_MOUSE
B2BN53	B2BN53	VP6_ROTRH
Q64735	Q64735	CR1L_MOUSE
Q9NP59	Q9NP59	S40A1_HUMAN
P49913	P49913	CAMP_HUMAN
P11499	P11499	HS90B_MOUSE
Q9Y6N7	Q9Y6N7	ROBO1_HUMAN
P24158	P24158	PRTN3_HUMAN
B2YGA4	B2YGA4	B2YGA4_GARVA
P20138	P20138	CD33_HUMAN
A0A290D162	A0A290D162	A0A290D162_9RHAB
P22301	P22301	IL10_HUMAN
Q86YL7	Q86YL7	PDPN_HUMAN
P09989	P09989	RIPT_TRIKI
Q76R62	Q76R62	HBSAG_HBVCJ
P25445	P25445	TNR6_HUMAN
P10451	P10451	OSTP_HUMAN
P04616	P04616	REV_HV1B1
P00533	P00533	EGFR_HUMAN
P04578	P04578	ENV_HV1H2
Q9Z2Y9	Q9Z2Y9	KLOT_RAT
P18627	P18627	LAG3_HUMAN
G8F529	G8F529	G8F529_MACFA
Q2FZ19	Q2FZ19	RNJ2_STAA8
Q9UPP1	Q9UPP1	PHF8_HUMAN
P20357	P20357	MTAP2_MOUSE
Q9H5V8	Q9H5V8	CDCP1_HUMAN
P01732	P01732	CD8A_HUMAN
Q13641	Q13641	TPBG_HUMAN
P10071	P10071	GLI3_HUMAN
A0A2K5U1T1	A0A2K5U1T1	A0A2K5U1T1_MACFA
P17679	P17679	GATA1_MOUSE
Q8IWY8	Q8IWY8	ZSC29_HUMAN
P07225	P07225	PROS_HUMAN
Q6UVM4	Q6UVM4	KCNT2_RAT
Q969J2	Q969J2	ZKSC4_HUMAN
P08921	P08921	CD2_RAT
Q15583	Q15583	TGIF1_HUMAN
D3ZGP2	D3ZGP2	D3ZGP2_RAT
Q61418	Q61418	CLCN4_MOUSE
Q9DGV7	Q9DGV7	Q9DGV7_9HIV1
Q13421	Q13421	MSLN_HUMAN
Q86TU7	Q86TU7	SETD3_HUMAN
Q571I9	Q571I9	A16A1_MOUSE
P30203	P30203	CD6_HUMAN
Q932C5	Q932C5	CLFA_STAAM
Q15303	Q15303	ERBB4_HUMAN
Q05059	Q05059	GD_HHV1F
I0B7N4	I0B7N4	I0B7N4_9INFB
P01495	P01495	SCX2_CENNO
A0A1D5PK40	A0A1D5PK40	A0A1D5PK40_CHICK
Q8TEK3	Q8TEK3	DOT1L_HUMAN
Q910D6	Q910D6	RDRP_I68A4
Q9P1Z3	Q9P1Z3	HCN3_HUMAN
P21730	P21730	C5AR1_HUMAN
P08508	P08508	FCGR3_MOUSE
Q9R0M6	Q9R0M6	RAB9A_MOUSE
P43215	P43215	MPAP6_PHLPR
Q91XM9	Q91XM9	DLG2_MOUSE
P05539	P05539	CO2A1_RAT
P18177	P18177	TOXB_CLODI
Q92614	Q92614	MY18A_HUMAN
Q32ZE1	Q32ZE1	POLG_ZIKV
P07750	P07750	IL4_MOUSE
P03521	P03521	NCAP_VSIVA
Q96F46	Q96F46	I17RA_HUMAN
P03375	P03375	ENV_HV1B1
P56485	P56485	ACKR3_MOUSE
Q9HCE7	Q9HCE7	SMUF1_HUMAN
A0A2K6ACJ1	A0A2K6ACJ1	A0A2K6ACJ1_MANLE
A0A2I2UKP7	A0A2I2UKP7	A0A2I2UKP7_FELCA
Q8VCM7	Q8VCM7	FIBG_MOUSE
P03138	P03138	HBSAG_HBVD3
Q9GZV9	Q9GZV9	FGF23_HUMAN
P59901	P59901	LIRA4_HUMAN
Q59262	Q59262	Q59262_CLOAT
Q925N3	Q925N3	PEX5R_RAT
P51884	P51884	LUM_HUMAN
P03957	P03957	MMP3_RAT
Q9JHI8	Q9JHI8	NOX4_MOUSE
P51531	P51531	SMCA2_HUMAN
P08667	P08667	GLYCO_RABVP
P18827	P18827	SDC1_HUMAN
G3V9M2	G3V9M2	JIP2_RAT
Q9NQW7	Q9NQW7	XPP1_HUMAN
Q05315	Q05315	LEG10_HUMAN
P29274	P29274	AA2AR_HUMAN
Q96EP0	Q96EP0	RNF31_HUMAN
P04972	P04972	CNRG_BOVIN
P37377	P37377	SYUA_RAT
Q9GPQ4	Q9GPQ4	Q9GPQ4_TRYVI
Q96BF3	Q96BF3	TMIG2_HUMAN
G7PKI3	G7PKI3	G7PKI3_MACFA
P05231	P05231	IL6_HUMAN
Q09427	Q09427	ABCC8_CRICR
P06276	P06276	CHLE_HUMAN
W7K270	W7K270	W7K270_PLAFO
Q75U93	Q75U93	Q75U93_PAVHB
O14771	O14771	ZN213_HUMAN
P08887	P08887	IL6RA_HUMAN
O95484	O95484	CLD9_HUMAN
A0A2I2TZY2	A0A2I2TZY2	A0A2I2TZY2_FELCA
Q53643	Q53643	Q53643_STAAU
Q54KF7	Q54KF7	SIBA_DICDI
Q9UHJ3	Q9UHJ3	SMBT1_HUMAN
A0A069PZQ7	A0A069PZQ7	A0A069PZQ7_PSEAI
P54761	P54761	EPHB4_MOUSE
P51681	P51681	CCR5_HUMAN
P28862	P28862	MMP3_MOUSE
P11247	P11247	PERM_MOUSE
Q8R1R4	Q8R1R4	IL34_MOUSE
O14763	O14763	TR10B_HUMAN
P60174	P60174	TPIS_HUMAN
O52269	O52269	O52269_HELPX
P10903	P10903	NARK_ECOLI
O82580	O82580	O82580_ARAHY
Q51183	Q51183	Q51183_NEIME
Q13263	Q13263	TIF1B_HUMAN
Q0ED31	Q0ED31	Q0ED31_9HIV1
O08689	O08689	GDF8_MOUSE
I0ZGT1	I0ZGT1	I0ZGT1_HELPX
G7PXK0	G7PXK0	G7PXK0_MACFA
P43366	P43366	MAGB1_HUMAN
P12476	P12476	VP7_ROTRH
A5X493	A5X493	A5X493_FASHE
P26718	P26718	NKG2D_HUMAN
Q92882	Q92882	OSTF1_HUMAN
Q9FZ11	Q9FZ11	Q9FZ11_ARAHY
P14337	P14337	POLG_DEN28
P48721	P48721	GRP75_RAT
Q9JFA1	Q9JFA1	CAHH_VACCT
Q8BGH4	Q8BGH4	REEP1_MOUSE
P04925	P04925	PRIO_MOUSE
Q06643	Q06643	TNFC_HUMAN
Q54KX3	Q54KX3	VP13F_DICDI
P98088	P98088	MUC5A_HUMAN
P26331	P26331	VSM1_TRYBB
P04233	P04233	HG2A_HUMAN
P02920	P02920	LACY_ECOLI
Q02487	Q02487	DSC2_HUMAN
Q13478	Q13478	IL18R_HUMAN
Q82446	Q82446	CAPSD_HASV2
Q6PSU2	Q6PSU2	CONG7_ARAHY
Q5EBB1	Q5EBB1	Q5EBB1_RAT
F5HET4	F5HET4	U131A_HCMVM
P01862	P01862	IGHG2_CAVPO
F5XVB1	F5XVB1	F5XVB1_CAVPO
Q9Y6W8	Q9Y6W8	ICOS_HUMAN
Q08431	Q08431	MFGM_HUMAN
G7P525	G7P525	G7P525_MACFA
Q2YFS3	Q2YFS3	PILRA_MOUSE
P36894	P36894	BMR1A_HUMAN
Q6G8A9	Q6G8A9	LUKDV_STAAS
Q3URE9	Q3URE9	LIGO2_MOUSE
Q5VUG0	Q5VUG0	SMBT2_HUMAN
O15321	O15321	TM9S1_HUMAN
B2L3N7	B2L3N7	B2L3N7_PLAFA
A1A5D2	A1A5D2	A1A5D2_HUMAN
Q9Y5Z0	Q9Y5Z0	BACE2_HUMAN
G7NQW1	G7NQW1	G7NQW1_MACMU
Q810U4	Q810U4	NRCAM_MOUSE
P0DPI0	P0DPI0	BXA1_CLOBO
Q9VHS8	Q9VHS8	IF4A3_DROME
Q8WTT0	Q8WTT0	CLC4C_HUMAN
A0A2K5WP38	A0A2K5WP38	A0A2K5WP38_MACFA
Q9I5S9	Q9I5S9	Q9I5S9_PSEAE
Q91349	Q91349	Q91349_XENLA
Q02357	Q02357	ANK1_MOUSE
P01266	P01266	THYG_HUMAN
P01868	P01868	IGHG1_MOUSE
P05362	P05362	ICAM1_HUMAN
Q9IVZ8	Q9IVZ8	CAPSD_HEVCT
P02776	P02776	PLF4_HUMAN
P01552	P01552	ETXB_STAAU
P15328	P15328	FOLR1_HUMAN
P32004	P32004	L1CAM_HUMAN
Q9BZP6	Q9BZP6	CHIA_HUMAN
O00622	O00622	CCN1_HUMAN
P43427	P43427	GTR5_RAT
Q96IY4	Q96IY4	CBPB2_HUMAN
O14647	O14647	CHD2_HUMAN
Q6UY72	Q6UY72	Q6UY72_JUNIN
Q6Q794	Q6Q794	Q6Q794_9INFA
P11006	P11006	MAGA_XENLA
Q9R182	Q9R182	ANGL3_MOUSE
Q9H5Y7	Q9H5Y7	SLIK6_HUMAN
D3GU39	D3GU39	D3GU39_ECO44
Q7YT37	Q7YT37	Q7YT37_ANOST
P97492	P97492	RGS14_MOUSE
Q9Y2L8	Q9Y2L8	ZKSC5_HUMAN
Q07011	Q07011	TNR9_HUMAN
C7G0W1	C7G0W1	C7G0W1_CANLF
O60678	O60678	ANM3_HUMAN
O00391	O00391	QSOX1_HUMAN
P01871	P01871	IGHM_HUMAN
P20766	P20766	LAC1_RAT
Q02763	Q02763	TIE2_HUMAN
P01256	P01256	CALCA_RAT
Q05329	Q05329	DCE2_HUMAN
P12318	P12318	FCG2A_HUMAN
P42866	P42866	OPRM_MOUSE
Q9BXA5	Q9BXA5	SUCR1_HUMAN
Q6RVA2	Q6RVA2	Q6RVA2_WNV
Q9JPT2	Q9JPT2	Q9JPT2_NEIME
P84022	P84022	SMAD3_HUMAN
P07564	P07564	POLG_DEN2J
Q8K094	Q8K094	Q8K094_MOUSE
Q9NVP2	Q9NVP2	ASF1B_HUMAN
P11229	P11229	ACM1_HUMAN
P52793	P52793	EFNA1_MOUSE
Q99795	Q99795	GPA33_HUMAN
P43214	P43214	MPAP2_PHLPR
P04637	P04637	P53_HUMAN
Q47212	Q47212	Q47212_ECOLX
Q00387	Q00387	EP45_XENLA
P05067	P05067	A4_HUMAN
Q99VJ4	Q99VJ4	CLFA_STAAN
P42081	P42081	CD86_HUMAN
Q9NRC8	Q9NRC8	SIR7_HUMAN
P25918	P25918	CD19_MOUSE
Q9ET39	Q9ET39	SLAF6_MOUSE
Q6U7R4	Q6U7R4	TIMD4_MOUSE
P32890	P32890	ELBP_ECOLX
P05017	P05017	IGF1_MOUSE
P09544	P09544	WNT2_HUMAN
E7FET3	E7FET3	E7FET3_DANRE
E7CWP5	E7CWP5	E7CWP5_SIV
P06732	P06732	KCRM_HUMAN
Q28896	Q28896	CD52_CANLF
Q62226	Q62226	SHH_MOUSE
Q9UM47	Q9UM47	NOTC3_HUMAN
P06320	P06320	TVB7_MOUSE
Q9HB29	Q9HB29	ILRL2_HUMAN
Q8N371	Q8N371	KDM8_HUMAN
A0A2K5UV67	A0A2K5UV67	A0A2K5UV67_MACFA
Q9WCD9	Q9WCD9	HEMA_I30A0
O75015	O75015	FCG3B_HUMAN
P07306	P07306	ASGR1_HUMAN
P03462	P03462	HEMA_INBHK
Q6VMK1	Q6VMK1	Q6VMK1_9INFA
P23979	P23979	5HT3A_MOUSE
P21447	P21447	MDR1A_MOUSE
Q96FX8	Q96FX8	PERP_HUMAN
Q16671	Q16671	AMHR2_HUMAN
Q6ZMJ4	Q6ZMJ4	IL34_HUMAN
Q9WUT2	Q9WUT2	Q9WUT2_MOUSE
O00206	O00206	TLR4_HUMAN
P14780	P14780	MMP9_HUMAN
P19550	P19550	ENV_HV1S1
O43150	O43150	ASAP2_HUMAN
Q9SYW3	Q9SYW3	Q9SYW3_MALDO
P04062	P04062	GLCM_HUMAN
Q92913	Q92913	FGF13_HUMAN
Q7K4Y6	Q7K4Y6	DAT_DROME
P05556	P05556	ITB1_HUMAN
P60568	P60568	IL2_HUMAN
O95256	O95256	I18RA_HUMAN
P48357	P48357	LEPR_HUMAN
P14740	P14740	DPP4_RAT
P20151	P20151	KLK2_HUMAN
P17455	P17455	CAPSD_PAVCD
A0A0H2XFN4	A0A0H2XFN4	A0A0H2XFN4_STAA3
P23632	P23632	RLA2_TRYCR
Q09429	Q09429	ABCC8_RAT
Q06187	Q06187	BTK_HUMAN
Q83WB0	Q83WB0	Q83WB0_BACAN
P57082	P57082	TBX4_HUMAN
P37023	P37023	ACVL1_HUMAN
A0A2K5VLY1	A0A2K5VLY1	A0A2K5VLY1_MACFA
P02743	P02743	SAMP_HUMAN
O14793	O14793	GDF8_HUMAN
P35462	P35462	DRD3_HUMAN
O16114	O16114	O16114_DROME
Q86Z14	Q86Z14	KLOTB_HUMAN
Q9ULJ3	Q9ULJ3	ZBT21_HUMAN
Q9NZ45	Q9NZ45	CISD1_HUMAN
P05107	P05107	ITB2_HUMAN
C3W5S3	C3W5S3	C3W5S3_I09A0
Q76LX8	Q76LX8	ATS13_HUMAN
P61252	P61252	NKG2D_MACFA
Q8SY33	Q8SY33	GAWKY_DROME
P05121	P05121	PAI1_HUMAN
P05787	P05787	K2C8_HUMAN
C6XHV6	C6XHV6	C6XHV6_LIBAP
P01833	P01833	PIGR_HUMAN
P20871	P20871	ENV_HV1JR
P15529	P15529	MCP_HUMAN
Q61521	Q61521	EREG_MOUSE
Q57193	Q57193	Q57193_VIBCL
A0A2K5TZ77	A0A2K5TZ77	A0A2K5TZ77_MACFA
C6ZIH2	C6ZIH2	C6ZIH2_9HIV1
Q58026	Q58026	Y609_METJA
P04864	P04864	CAPSD_FPV
P69332	P69332	US28_HCMVA
Q9UKX5	Q9UKX5	ITA11_HUMAN
Q5ZKX9	Q5ZKX9	ERD22_CHICK
Q00496	Q00496	BXE_CLOBO
Q8BNE2	Q8BNE2	Q8BNE2_MOUSE
Q9BQG1	Q9BQG1	SYT3_HUMAN
Q01147	Q01147	CREB1_MOUSE
Q9H9D4	Q9H9D4	ZN408_HUMAN
P04756	P04756	ACHA_MOUSE
Q8K3T4	Q8K3T4	FFAR1_RAT
P18509	P18509	PACA_HUMAN
P05981	P05981	HEPS_HUMAN
Q61559	Q61559	FCGRN_MOUSE
P01374	P01374	TNFB_HUMAN
O76071	O76071	CIAO1_HUMAN
Q9H461	Q9H461	FZD8_HUMAN
A0A140AYW5	A0A140AYW5	A0A140AYW5_MERS
P01563	P01563	IFNA2_HUMAN
E3SH28	E3SH28	PRU01_PRUDU
Q15848	Q15848	ADIPO_HUMAN
Q9BV36	Q9BV36	MELPH_HUMAN
Q92544	Q92544	TM9S4_HUMAN
P08476	P08476	INHBA_HUMAN
Q9YK84	Q9YK84	Q9YK84_9HEPC
P10809	P10809	CH60_HUMAN
P02686	P02686	MBP_HUMAN
Q689G3	Q689G3	Q689G3_9FLAV
P16581	P16581	LYAM2_HUMAN
P05230	P05230	FGF1_HUMAN
P49411	P49411	EFTU_HUMAN
P15311	P15311	EZRI_HUMAN
C1JYS6	C1JYS6	C1JYS6_PAPHA
O43497	O43497	CAC1G_HUMAN
P14778	P14778	IL1R1_HUMAN
Q16665	Q16665	HIF1A_HUMAN
G7P5K3	G7P5K3	G7P5K3_MACFA
P03309	P03309	POLG_FMDVC
Q1K9Q1	Q1K9Q1	NRAM_I57A0
Q0VBD0	Q0VBD0	ITB8_MOUSE
P01562	P01562	IFNA1_HUMAN
Q9Y6K1	Q9Y6K1	DNM3A_HUMAN
Q45664	Q45664	Q45664_GEOSE
P34982	P34982	OR1D2_HUMAN
Q9VY45	Q9VY45	Q9VY45_DROME
O95274	O95274	LYPD3_HUMAN
P55075	P55075	FGF8_HUMAN
Q95J86	Q95J86	GDF8_MACFA
P05013	P05013	IFNA6_HUMAN
P25799	P25799	NFKB1_MOUSE
P57786	P57786	TAU_MACMU
Q9BX66	Q9BX66	SRBS1_HUMAN
Q6VVB1	Q6VVB1	NHLC1_HUMAN
Q99K10	Q99K10	NLGN1_MOUSE
P38507	P38507	SPA_STAAU
P10415	P10415	BCL2_HUMAN
Q9ICU1	Q9ICU1	Q9ICU1_9POTV
E1B792	E1B792	E1B792_BOVIN
Q6LBF1	Q6LBF1	Q6LBF1_BORBP
Q15KJ1	Q15KJ1	Q15KJ1_PIG
P10923	P10923	OSTP_MOUSE
G7PVX6	G7PVX6	G7PVX6_MACFA
Q6P9G9	Q6P9G9	ZN449_HUMAN
Q9UBS5	Q9UBS5	GABR1_HUMAN
Q38SD2	Q38SD2	LRRK1_HUMAN
P05881	P05881	ENV_HV1ZH
Q5F4T5	Q5F4T5	Q5F4T5_9CALI
Q9E100	Q9E100	Q9E100_9FLAV
Q9VV48	Q9VV48	Q9VV48_DROME
P01012	P01012	OVAL_CHICK
Q9H6W3	Q9H6W3	RIOX1_HUMAN
O14976	O14976	GAK_HUMAN
P16568	P16568	BICD_DROME
P70169	P70169	DOC2B_MOUSE
Q01344	Q01344	IL5RA_HUMAN
P04908	P04908	H2A1B_HUMAN
P10761	P10761	ZP3_MOUSE
A8W891	A8W891	A8W891_9INFA
Q14839	Q14839	CHD4_HUMAN
P52663	P52663	BLAN_ENTCL
